Date,Gear,Shaft,Bearing
2009-10-02,159,224,229
2009-10-03,181,232,229
2009-10-04,159,234,241
2009-10-05,172,224,250
2009-10-06,180,246,249
2009-10-07,163,229,245
2009-10-08,162,246,255
2009-10-09,175,237,238
2009-10-10,178,248,244
2009-10-11,178,255,246
2009-10-12,177,253,252
2009-10-13,168,228,249
2009-10-14,165,249,254
2009-10-15,170,239,242
2009-10-16,183,230,241
2009-10-17,183,248,259
2009-10-18,171,233,231
2009-10-19,169,233,234
2009-10-20,176,255,244
2009-10-21,177,261,250
2009-10-22,180,233,246
2009-10-23,178,258,237
2009-10-24,165,235,253
2009-10-25,165,246,236
2009-10-26,187,257,231
2009-10-27,180,242,242
2009-10-28,172,263,233
2009-10-29,187,255,246
2009-10-30,185,244,246
2009-10-31,192,240,247
2009-11-01,186,255,255
2009-11-02,166,255,237
2009-11-03,168,238,248
2009-11-04,195,267,253
2009-11-05,192,265,255
2009-11-06,188,260,237
2009-11-07,194,243,230
2009-11-08,173,264,248
2009-11-09,188,258,248
2009-11-10,186,255,231
2009-11-11,185,248,247
2009-11-12,176,265,232
2009-11-13,194,252,239
2009-11-14,177,246,260
2009-11-15,193,263,249
2009-11-16,193,246,238
2009-11-17,188,261,245
2009-11-18,199,254,245
2009-11-19,176,264,236
2009-11-20,177,255,231
2009-11-21,204,257,249
2009-11-22,189,265,241
2009-11-23,180,274,241
2009-11-24,193,255,257
2009-11-25,203,261,245
2009-11-26,193,246,253
2009-11-27,203,249,252
2009-11-28,200,251,249
2009-11-29,192,274,248
2009-11-30,211,254,253
2009-12-01,195,261,248
2009-12-02,211,267,238
2009-12-03,199,254,240
2009-12-04,197,265,235
2009-12-05,193,265,254
2009-12-06,192,254,259
2009-12-07,216,254,231
2009-12-08,191,255,254
2009-12-09,206,279,250
2009-12-10,192,265,237
2009-12-11,220,273,249
2009-12-12,218,253,251
2009-12-13,221,275,247
2009-12-14,214,277,242
2009-12-15,201,258,259
2009-12-16,224,262,251
2009-12-17,225,270,230
2009-12-18,205,258,249
2009-12-19,202,258,251
2009-12-20,218,279,230
2009-12-21,212,255,255
2009-12-22,217,263,253
2009-12-23,229,279,259
2009-12-24,225,272,243
2009-12-25,213,257,249
2009-12-26,223,252,230
2009-12-27,206,265,231
2009-12-28,231,255,259
2009-12-29,229,278,237
2009-12-30,220,262,247
2009-12-31,235,254,251
2010-01-01,216,255,232
2010-01-02,237,258,234
2010-01-03,236,268,261
2010-01-04,225,262,256
2010-01-05,242,256,257
2010-01-06,214,255,234
2010-01-07,240,274,259
2010-01-08,219,266,241
2010-01-09,220,261,258
2010-01-10,239,264,241
2010-01-11,243,271,260
2010-01-12,220,258,235
2010-01-13,220,268,249
2010-01-14,248,264,259
2010-01-15,239,260,260
2010-01-16,237,269,251
2010-01-17,231,280,244
2010-01-18,234,250,240
2010-01-19,239,260,240
2010-01-20,241,266,247
2010-01-21,249,257,246
2010-01-22,232,267,249
2010-01-23,227,264,245
2010-01-24,235,272,247
2010-01-25,238,270,236
2010-01-26,250,253,231
2010-01-27,242,253,249
2010-01-28,253,265,239
2010-01-29,237,254,252
2010-01-30,256,255,235
2010-01-31,262,250,241
2010-02-01,234,276,254
2010-02-02,246,260,260
2010-02-03,252,252,245
2010-02-04,241,262,259
2010-02-05,258,271,260
2010-02-06,246,251,245
2010-02-07,268,248,258
2010-02-08,269,275,239
2010-02-09,241,253,239
2010-02-10,251,269,244
2010-02-11,264,245,244
2010-02-12,269,261,241
2010-02-13,271,247,249
2010-02-14,264,248,261
2010-02-15,262,266,238
2010-02-16,249,272,250
2010-02-17,257,256,235
2010-02-18,265,265,255
2010-02-19,268,269,248
2010-02-20,274,242,241
2010-02-21,250,262,234
2010-02-22,271,253,247
2010-02-23,274,245,240
2010-02-24,253,268,237
2010-02-25,278,238,238
2010-02-26,277,264,239
2010-02-27,259,238,241
2010-02-28,268,265,262
2010-03-01,260,258,261
2010-03-02,268,236,254
2010-03-03,259,241,257
2010-03-04,270,240,236
2010-03-05,261,244,253
2010-03-06,267,235,238
2010-03-07,254,256,242
2010-03-08,255,240,260
2010-03-09,259,240,258
2010-03-10,274,255,242
2010-03-11,267,247,236
2010-03-12,269,245,235
2010-03-13,285,245,259
2010-03-14,282,249,247
2010-03-15,267,252,253
2010-03-16,258,246,246
2010-03-17,282,232,247
2010-03-18,280,235,234
2010-03-19,280,241,250
2010-03-20,277,236,244
2010-03-21,258,241,262
2010-03-22,274,248,242
2010-03-23,264,253,232
2010-03-24,283,226,252
2010-03-25,265,245,238
2010-03-26,270,250,249
2010-03-27,272,239,235
2010-03-28,278,236,248
2010-03-29,277,239,258
2010-03-30,278,252,262
2010-03-31,286,250,234
2010-04-01,281,243,239
2010-04-02,285,233,257
2010-04-03,272,229,238
2010-04-04,285,221,244
2010-04-05,285,230,254
2010-04-06,264,240,234
2010-04-07,282,225,247
2010-04-08,286,242,235
2010-04-09,275,246,243
2010-04-10,280,232,234
2010-04-11,278,231,234
2010-04-12,264,243,248
2010-04-13,288,237,256
2010-04-14,277,239,245
2010-04-15,279,228,234
2010-04-16,266,234,256
2010-04-17,283,222,258
2010-04-18,270,241,244
2010-04-19,284,213,253
2010-04-20,271,220,243
2010-04-21,263,232,239
2010-04-22,266,220,247
2010-04-23,273,234,247
2010-04-24,264,240,248
2010-04-25,278,220,244
2010-04-26,279,228,245
2010-04-27,261,231,260
2010-04-28,284,218,245
2010-04-29,264,216,236
2010-04-30,265,220,254
2010-05-01,257,222,238
2010-05-02,272,234,242
2010-05-03,270,230,236
2010-05-04,252,208,261
2010-05-05,278,215,260
2010-05-06,254,215,244
2010-05-07,262,211,259
2010-05-08,252,230,233
2010-05-09,256,229,258
2010-05-10,271,218,246
2010-05-11,258,205,237
2010-05-12,261,216,242
2010-05-13,271,203,240
2010-05-14,274,209,262
2010-05-15,253,216,236
2010-05-16,264,205,245
2010-05-17,251,202,246
2010-05-18,258,217,234
2010-05-19,257,217,262
2010-05-20,257,221,234
2010-05-21,247,213,239
2010-05-22,263,228,251
2010-05-23,259,201,257
2010-05-24,263,212,234
2010-05-25,249,228,253
2010-05-26,254,225,241
2010-05-27,253,219,262
2010-05-28,241,219,245
2010-05-29,250,204,259
2010-05-30,253,214,257
2010-05-31,260,200,239
2010-06-01,259,196,250
2010-06-02,245,210,259
2010-06-03,251,216,240
2010-06-04,243,215,239
2010-06-05,239,223,258
2010-06-06,240,215,236
2010-06-07,240,214,253
2010-06-08,256,211,258
2010-06-09,248,213,249
2010-06-10,240,196,241
2010-06-11,247,207,234
2010-06-12,242,222,237
2010-06-13,231,211,259
2010-06-14,225,207,238
2010-06-15,245,194,251
2010-06-16,234,203,254
2010-06-17,248,200,261
2010-06-18,238,219,256
2010-06-19,221,206,247
2010-06-20,237,202,262
2010-06-21,245,195,245
2010-06-22,227,221,256
2010-06-23,234,217,243
2010-06-24,233,199,247
2010-06-25,227,197,253
2010-06-26,214,209,258
2010-06-27,227,202,242
2010-06-28,233,215,247
2010-06-29,240,204,245
2010-06-30,219,222,236
2010-07-01,215,221,256
2010-07-02,220,212,240
2010-07-03,232,192,241
2010-07-04,211,218,243
2010-07-05,229,219,256
2010-07-06,207,214,236
2010-07-07,209,218,245
2010-07-08,233,214,248
2010-07-09,220,210,239
2010-07-10,214,222,264
2010-07-11,222,209,250
2010-07-12,209,213,253
2010-07-13,201,212,264
2010-07-14,221,215,252
2010-07-15,198,208,244
2010-07-16,223,194,258
2010-07-17,216,193,237
2010-07-18,207,209,255
2010-07-19,203,199,238
2010-07-20,202,205,247
2010-07-21,195,224,254
2010-07-22,218,216,256
2010-07-23,210,211,247
2010-07-24,193,208,260
2010-07-25,204,217,237
2010-07-26,209,209,264
2010-07-27,217,196,259
2010-07-28,211,213,240
2010-07-29,188,219,258
2010-07-30,209,209,239
2010-07-31,195,211,250
2010-08-01,202,221,246
2010-08-02,188,215,247
2010-08-03,208,217,256
2010-08-04,186,201,265
2010-08-05,202,208,247
2010-08-06,208,221,250
2010-08-07,207,199,246
2010-08-08,206,227,253
2010-08-09,200,200,261
2010-08-10,196,228,239
2010-08-11,200,221,258
2010-08-12,182,205,254
2010-08-13,200,227,244
2010-08-14,176,222,249
2010-08-15,194,207,247
2010-08-16,175,202,257
2010-08-17,202,202,247
2010-08-18,180,232,255
2010-08-19,187,211,249
2010-08-20,190,223,243
2010-08-21,202,213,239
2010-08-22,183,209,236
2010-08-23,180,220,253
2010-08-24,181,229,246
2010-08-25,197,228,264
2010-08-26,198,213,250
2010-08-27,194,235,245
2010-08-28,171,214,245
2010-08-29,191,210,258
2010-08-30,195,214,241
2010-08-31,185,211,249
2010-09-01,196,220,245
2010-09-02,173,235,256
2010-09-03,193,238,248
2010-09-04,171,220,251
2010-09-05,190,221,244
2010-09-06,172,219,238
2010-09-07,180,232,241
2010-09-08,177,222,261
2010-09-09,167,228,263
2010-09-10,177,227,261
2010-09-11,175,233,261
2010-09-12,168,222,247
2010-09-13,181,235,248
2010-09-14,167,225,244
2010-09-15,180,237,238
2010-09-16,167,245,265
2010-09-17,186,225,242
2010-09-18,166,225,242
2010-09-19,187,225,252
2010-09-20,189,221,264
2010-09-21,175,229,254
2010-09-22,175,233,251
2010-09-23,165,226,242
2010-09-24,162,234,248
2010-09-25,161,243,255
2010-09-26,190,224,253
2010-09-27,170,232,256
2010-09-28,180,221,242
2010-09-29,177,234,240
2010-09-30,187,226,266
2010-10-01,184,228,240
2010-10-02,177,246,264
2010-10-03,171,228,246
2010-10-04,168,244,242
2010-10-05,174,227,251
2010-10-06,164,225,264
2010-10-07,165,231,246
2010-10-08,177,244,243
2010-10-09,170,246,236
2010-10-10,184,241,256
2010-10-11,176,247,246
2010-10-12,170,235,266
2010-10-13,177,233,238
2010-10-14,175,243,240
2010-10-15,176,234,244
2010-10-16,175,247,248
2010-10-17,191,244,265
2010-10-18,186,255,257
2010-10-19,173,257,253
2010-10-20,188,257,260
2010-10-21,164,233,246
2010-10-22,185,254,262
2010-10-23,189,256,248
2010-10-24,187,241,238
2010-10-25,185,253,254
2010-10-26,182,245,251
2010-10-27,195,246,261
2010-10-28,177,260,253
2010-10-29,194,259,239
2010-10-30,176,262,240
2010-10-31,182,238,260
2010-11-01,180,267,247
2010-11-02,177,250,257
2010-11-03,191,258,242
2010-11-04,180,259,259
2010-11-05,175,254,241
2010-11-06,191,260,244
2010-11-07,173,247,243
2010-11-08,179,247,255
2010-11-09,174,270,251
2010-11-10,191,248,257
2010-11-11,193,247,244
2010-11-12,188,257,248
2010-11-13,204,270,240
2010-11-14,198,257,258
2010-11-15,202,255,247
2010-11-16,200,265,239
2010-11-17,195,265,244
2010-11-18,186,249,253
2010-11-19,204,257,265
2010-11-20,195,271,250
2010-11-21,209,266,244
2010-11-22,200,268,237
2010-11-23,207,254,251
2010-11-24,188,257,264
2010-11-25,209,267,247
2010-11-26,193,263,243
2010-11-27,202,260,239
2010-11-28,194,254,254
2010-11-29,185,248,246
2010-11-30,214,265,251
2010-12-01,215,274,237
2010-12-02,203,270,265
2010-12-03,194,258,255
2010-12-04,217,272,259
2010-12-05,219,259,241
2010-12-06,215,263,244
2010-12-07,220,269,241
2010-12-08,196,254,263
2010-12-09,192,254,259
2010-12-10,218,279,267
2010-12-11,199,266,262
2010-12-12,210,275,264
2010-12-13,217,251,257
2010-12-14,215,264,248
2010-12-15,199,280,245
2010-12-16,215,270,250
2010-12-17,221,270,242
2010-12-18,217,282,256
2010-12-19,208,264,242
2010-12-20,219,269,261
2010-12-21,214,268,246
2010-12-22,229,265,262
2010-12-23,222,269,256
2010-12-24,223,255,245
2010-12-25,212,281,263
2010-12-26,208,261,245
2010-12-27,219,264,238
2010-12-28,210,280,261
2010-12-29,232,254,242
2010-12-30,219,273,264
2010-12-31,219,276,248
2011-01-01,233,261,268
2011-01-02,231,269,254
2011-01-03,222,276,260
2011-01-04,232,253,243
2011-01-05,217,267,240
2011-01-06,218,282,251
2011-01-07,227,257,264
2011-01-08,244,269,251
2011-01-09,225,258,268
2011-01-10,248,265,268
2011-01-11,246,268,251
2011-01-12,246,276,262
2011-01-13,247,276,248
2011-01-14,241,273,243
2011-01-15,251,274,264
2011-01-16,237,265,263
2011-01-17,235,271,257
2011-01-18,229,256,268
2011-01-19,234,269,239
2011-01-20,251,270,254
2011-01-21,249,254,238
2011-01-22,234,279,250
2011-01-23,250,266,245
2011-01-24,251,264,260
2011-01-25,255,260,258
2011-01-26,260,250,262
2011-01-27,243,264,242
2011-01-28,245,268,267
2011-01-29,259,279,250
2011-01-30,245,257,264
2011-01-31,266,257,246
2011-02-01,265,259,266
2011-02-02,263,263,257
2011-02-03,248,273,255
2011-02-04,256,251,264
2011-02-05,259,251,258
2011-02-06,260,247,269
2011-02-07,249,258,268
2011-02-08,272,271,255
2011-02-09,266,271,251
2011-02-10,250,255,240
2011-02-11,264,275,254
2011-02-12,248,273,243
2011-02-13,254,259,243
2011-02-14,249,264,265
2011-02-15,273,254,262
2011-02-16,277,248,259
2011-02-17,278,256,246
2011-02-18,249,247,261
2011-02-19,278,252,241
2011-02-20,261,267,262
2011-02-21,265,251,260
2011-02-22,277,243,260
2011-02-23,255,270,241
2011-02-24,282,264,251
2011-02-25,266,240,247
2011-02-26,280,245,266
2011-02-27,263,241,245
2011-02-28,269,267,246
2011-03-01,285,251,262
2011-03-02,273,262,242
2011-03-03,274,245,254
2011-03-04,269,256,250
2011-03-05,261,252,243
2011-03-06,265,251,268
2011-03-07,277,261,256
2011-03-08,271,255,248
2011-03-09,267,257,242
2011-03-10,282,243,264
2011-03-11,288,240,250
2011-03-12,262,238,261
2011-03-13,289,249,259
2011-03-14,286,238,249
2011-03-15,263,253,245
2011-03-16,265,236,248
2011-03-17,265,260,241
2011-03-18,260,236,239
2011-03-19,276,259,261
2011-03-20,291,251,240
2011-03-21,288,253,256
2011-03-22,279,254,270
2011-03-23,265,256,257
2011-03-24,276,232,249
2011-03-25,282,228,256
2011-03-26,264,231,261
2011-03-27,272,243,241
2011-03-28,286,242,256
2011-03-29,262,250,243
2011-03-30,270,244,270
2011-03-31,272,250,262
2011-04-01,292,234,256
2011-04-02,278,248,261
2011-04-03,263,232,247
2011-04-04,277,245,241
2011-04-05,271,250,269
2011-04-06,271,226,251
2011-04-07,283,250,266
2011-04-08,289,246,244
2011-04-09,276,220,244
2011-04-10,262,223,256
2011-04-11,270,222,269
2011-04-12,291,235,261
2011-04-13,276,233,256
2011-04-14,274,228,245
2011-04-15,267,233,250
2011-04-16,264,219,255
2011-04-17,264,222,268
2011-04-18,267,243,269
2011-04-19,271,238,248
2011-04-20,266,221,266
2011-04-21,280,238,252
2011-04-22,269,220,263
2011-04-23,286,233,247
2011-04-24,287,220,253
2011-04-25,277,219,254
2011-04-26,276,219,252
2011-04-27,279,222,251
2011-04-28,264,236,262
2011-04-29,265,223,267
2011-04-30,266,226,251
2011-05-01,275,229,243
2011-05-02,259,212,265
2011-05-03,271,227,267
2011-05-04,261,227,254
2011-05-05,270,216,253
2011-05-06,282,235,244
2011-05-07,254,211,266
2011-05-08,281,209,252
2011-05-09,252,226,259
2011-05-10,262,227,250
2011-05-11,273,224,251
2011-05-12,259,210,248
2011-05-13,273,209,265
2011-05-14,266,217,269
2011-05-15,278,229,259
2011-05-16,252,213,249
2011-05-17,260,218,253
2011-05-18,256,224,252
2011-05-19,248,228,241
2011-05-20,268,224,271
2011-05-21,248,201,251
2011-05-22,275,219,258
2011-05-23,271,203,241
2011-05-24,262,215,250
2011-05-25,243,201,249
2011-05-26,266,203,258
2011-05-27,242,199,244
2011-05-28,251,207,242
2011-05-29,247,201,254
2011-05-30,263,208,242
2011-05-31,265,221,268
2011-06-01,239,210,244
2011-06-02,248,225,261
2011-06-03,244,203,255
2011-06-04,241,219,244
2011-06-05,245,203,256
2011-06-06,250,213,261
2011-06-07,249,211,261
2011-06-08,239,208,261
2011-06-09,247,201,245
2011-06-10,260,219,251
2011-06-11,240,203,261
2011-06-12,237,216,257
2011-06-13,235,211,247
2011-06-14,241,195,250
2011-06-15,234,197,257
2011-06-16,251,214,270
2011-06-17,238,220,258
2011-06-18,231,221,267
2011-06-19,225,212,247
2011-06-20,243,215,257
2011-06-21,242,205,242
2011-06-22,243,201,262
2011-06-23,228,218,255
2011-06-24,231,207,247
2011-06-25,219,222,262
2011-06-26,244,215,248
2011-06-27,242,212,256
2011-06-28,233,205,253
2011-06-29,238,204,261
2011-06-30,227,197,271
2011-07-01,236,208,261
2011-07-02,222,194,270
2011-07-03,229,217,257
2011-07-04,222,203,271
2011-07-05,232,207,264
2011-07-06,227,204,271
2011-07-07,214,194,247
2011-07-08,235,220,262
2011-07-09,211,196,245
2011-07-10,218,203,255
2011-07-11,214,219,246
2011-07-12,217,223,253
2011-07-13,229,224,246
2011-07-14,226,214,268
2011-07-15,208,196,243
2011-07-16,210,198,253
2011-07-17,218,216,245
2011-07-18,201,220,244
2011-07-19,200,223,250
2011-07-20,211,199,268
2011-07-21,202,212,263
2011-07-22,216,197,263
2011-07-23,212,223,258
2011-07-24,200,204,257
2011-07-25,200,206,245
2011-07-26,223,204,262
2011-07-27,206,205,255
2011-07-28,218,221,251
2011-07-29,210,222,260
2011-07-30,200,208,271
2011-07-31,207,201,254
2011-08-01,192,226,269
2011-08-02,200,202,254
2011-08-03,215,225,249
2011-08-04,215,224,243
2011-08-05,208,203,268
2011-08-06,191,211,271
2011-08-07,207,230,271
2011-08-08,201,217,252
2011-08-09,209,214,269
2011-08-10,206,219,260
2011-08-11,186,202,244
2011-08-12,208,217,269
2011-08-13,185,231,244
2011-08-14,201,220,245
2011-08-15,204,204,254
2011-08-16,179,229,246
2011-08-17,188,206,243
2011-08-18,205,211,247
2011-08-19,187,228,268
2011-08-20,197,208,251
2011-08-21,193,206,259
2011-08-22,191,223,266
2011-08-23,196,222,249
2011-08-24,186,234,265
2011-08-25,181,207,257
2011-08-26,181,220,252
2011-08-27,194,221,272
2011-08-28,197,209,262
2011-08-29,172,208,257
2011-08-30,194,235,252
2011-08-31,180,210,269
2011-09-01,171,236,256
2011-09-02,186,227,244
2011-09-03,173,219,266
2011-09-04,199,237,261
2011-09-05,181,211,266
2011-09-06,186,229,269
2011-09-07,194,231,261
2011-09-08,170,215,263
2011-09-09,182,241,251
2011-09-10,174,243,254
2011-09-11,168,230,266
2011-09-12,185,229,271
2011-09-13,171,238,249
2011-09-14,196,217,254
2011-09-15,180,228,252
2011-09-16,171,247,250
2011-09-17,186,221,273
2011-09-18,176,231,244
2011-09-19,165,218,272
2011-09-20,173,222,261
2011-09-21,187,239,253
2011-09-22,187,235,251
2011-09-23,182,227,268
2011-09-24,184,225,246
2011-09-25,164,245,261
2011-09-26,181,234,248
2011-09-27,183,227,243
2011-09-28,179,246,273
2011-09-29,176,238,252
2011-09-30,177,241,257
2011-10-01,185,250,269
2011-10-02,170,243,272
2011-10-03,167,249,253
2011-10-04,175,243,249
2011-10-05,171,227,258
2011-10-06,176,257,257
2011-10-07,170,250,253
2011-10-08,174,248,255
2011-10-09,180,230,274
2011-10-10,175,245,252
2011-10-11,189,253,265
2011-10-12,188,232,257
2011-10-13,167,240,268
2011-10-14,192,252,244
2011-10-15,191,249,253
2011-10-16,175,260,254
2011-10-17,190,251,251
2011-10-18,169,235,262
2011-10-19,177,234,254
2011-10-20,197,252,251
2011-10-21,169,236,265
2011-10-22,189,254,244
2011-10-23,190,244,255
2011-10-24,182,240,253
2011-10-25,183,254,256
2011-10-26,176,249,265
2011-10-27,189,238,266
2011-10-28,184,249,266
2011-10-29,177,244,255
2011-10-30,179,253,250
2011-10-31,182,269,245
2011-11-01,193,247,254
2011-11-02,198,257,246
2011-11-03,175,264,251
2011-11-04,180,263,261
2011-11-05,177,250,248
2011-11-06,180,264,252
2011-11-07,184,253,251
2011-11-08,185,267,247
2011-11-09,194,243,271
2011-11-10,192,253,265
2011-11-11,185,244,246
2011-11-12,181,253,273
2011-11-13,196,249,265
2011-11-14,207,249,265
2011-11-15,202,265,261
2011-11-16,202,257,260
2011-11-17,186,266,273
2011-11-18,192,254,264
2011-11-19,206,258,273
2011-11-20,204,264,261
2011-11-21,210,253,273
2011-11-22,194,251,247
2011-11-23,187,274,269
2011-11-24,215,277,257
2011-11-25,210,262,248
2011-11-26,187,261,262
2011-11-27,207,274,261
2011-11-28,212,259,254
2011-11-29,194,264,272
2011-11-30,205,261,248
2011-12-01,212,264,253
2011-12-02,203,275,271
2011-12-03,202,253,255
2011-12-04,202,255,264
2011-12-05,195,275,265
2011-12-06,216,275,261
2011-12-07,212,258,253
2011-12-08,212,278,263
2011-12-09,217,260,251
2011-12-10,224,274,270
2011-12-11,210,255,258
2011-12-12,224,260,257
2011-12-13,216,274,245
2011-12-14,229,254,272
2011-12-15,231,272,271
2011-12-16,227,258,248
2011-12-17,228,255,270
2011-12-18,206,270,250
2011-12-19,219,282,260
2011-12-20,229,255,248
2011-12-21,236,255,249
2011-12-22,230,277,270
2011-12-23,236,279,255
2011-12-24,218,259,246
2011-12-25,229,256,259
2011-12-26,215,256,254
2011-12-27,234,255,255
2011-12-28,223,257,258
2011-12-29,234,269,275
2011-12-30,223,268,269
2011-12-31,231,271,266
2012-01-01,231,283,274
2012-01-02,237,284,273
2012-01-03,226,270,254
2012-01-04,245,265,263
2012-01-05,222,264,257
2012-01-06,222,265,248
2012-01-07,245,268,266
2012-01-08,233,279,261
2012-01-09,225,261,246
2012-01-10,247,256,264
2012-01-11,236,254,246
2012-01-12,246,275,275
2012-01-13,239,259,253
2012-01-14,245,272,266
2012-01-15,247,274,246
2012-01-16,247,263,259
2012-01-17,242,258,247
2012-01-18,251,270,257
2012-01-19,246,280,269
2012-01-20,238,262,248
2012-01-21,250,253,276
2012-01-22,245,270,249
2012-01-23,242,275,268
2012-01-24,257,262,274
2012-01-25,245,267,266
2012-01-26,262,274,262
2012-01-27,263,277,263
2012-01-28,267,256,252
2012-01-29,267,266,263
2012-01-30,258,258,247
2012-01-31,268,263,264
2012-02-01,262,268,258
2012-02-02,269,265,254
2012-02-03,269,252,270
2012-02-04,262,250,260
2012-02-05,266,274,270
2012-02-06,265,260,272
2012-02-07,270,275,267
2012-02-08,249,254,270
2012-02-09,258,276,275
2012-02-10,268,274,261
2012-02-11,257,254,261
2012-02-12,253,267,256
2012-02-13,273,269,276
2012-02-14,256,253,267
2012-02-15,252,276,256
2012-02-16,278,248,264
2012-02-17,267,256,269
2012-02-18,253,255,256
2012-02-19,255,268,258
2012-02-20,262,245,262
2012-02-21,262,265,259
2012-02-22,272,262,255
2012-02-23,265,258,275
2012-02-24,268,272,265
2012-02-25,275,249,261
2012-02-26,267,270,252
2012-02-27,287,270,259
2012-02-28,282,245,246
2012-02-29,275,244,250
2012-03-01,263,250,276
2012-03-02,278,265,248
2012-03-03,274,246,268
2012-03-04,261,261,254
2012-03-05,270,257,262
2012-03-06,284,256,272
2012-03-07,289,238,277
2012-03-08,268,264,248
2012-03-09,288,247,275
2012-03-10,281,263,266
2012-03-11,278,237,253
2012-03-12,274,252,260
2012-03-13,265,251,251
2012-03-14,289,236,273
2012-03-15,265,263,255
2012-03-16,282,255,275
2012-03-17,275,254,265
2012-03-18,292,254,277
2012-03-19,270,252,265
2012-03-20,284,250,271
2012-03-21,286,258,249
2012-03-22,279,238,272
2012-03-23,284,236,253
2012-03-24,291,231,247
2012-03-25,265,235,266
2012-03-26,266,248,248
2012-03-27,293,245,277
2012-03-28,287,255,273
2012-03-29,273,252,271
2012-03-30,293,253,251
2012-03-31,271,255,270
2012-04-01,282,251,258
2012-04-02,291,248,255
2012-04-03,294,253,265
2012-04-04,296,238,248
2012-04-05,292,252,267
2012-04-06,293,223,247
2012-04-07,280,248,274
2012-04-08,277,244,253
2012-04-09,291,244,272
2012-04-10,265,246,267
2012-04-11,292,235,273
2012-04-12,279,243,265
2012-04-13,287,222,256
2012-04-14,279,219,248
2012-04-15,273,237,277
2012-04-16,293,219,255
2012-04-17,278,227,249
2012-04-18,268,240,259
2012-04-19,273,217,250
2012-04-20,264,229,269
2012-04-21,271,237,256
2012-04-22,267,229,262
2012-04-23,277,237,265
2012-04-24,264,242,274
2012-04-25,285,238,259
2012-04-26,288,230,269
2012-04-27,269,237,266
2012-04-28,265,224,261
2012-04-29,289,230,254
2012-04-30,274,239,260
2012-05-01,272,229,270
2012-05-02,275,239,269
2012-05-03,259,229,274
2012-05-04,286,230,259
2012-05-05,260,226,266
2012-05-06,259,219,255
2012-05-07,283,234,271
2012-05-08,283,237,256
2012-05-09,276,209,260
2012-05-10,264,225,266
2012-05-11,260,232,278
2012-05-12,280,206,267
2012-05-13,283,220,250
2012-05-14,277,205,261
2012-05-15,281,234,258
2012-05-16,257,211,267
2012-05-17,278,204,272
2012-05-18,278,224,263
2012-05-19,257,205,262
2012-05-20,265,206,250
2012-05-21,278,211,274
2012-05-22,265,212,261
2012-05-23,254,215,274
2012-05-24,262,217,253
2012-05-25,251,223,263
2012-05-26,247,228,248
2012-05-27,245,210,278
2012-05-28,269,208,269
2012-05-29,245,210,259
2012-05-30,253,225,253
2012-05-31,265,216,266
2012-06-01,242,207,254
2012-06-02,246,215,262
2012-06-03,264,202,266
2012-06-04,251,202,251
2012-06-05,242,206,256
2012-06-06,258,206,258
2012-06-07,256,203,257
2012-06-08,262,225,254
2012-06-09,250,213,269
2012-06-10,261,210,261
2012-06-11,260,204,277
2012-06-12,257,224,253
2012-06-13,249,206,258
2012-06-14,260,221,274
2012-06-15,235,211,273
2012-06-16,243,200,255
2012-06-17,229,212,272
2012-06-18,241,210,275
2012-06-19,256,224,270
2012-06-20,233,196,278
2012-06-21,230,218,251
2012-06-22,233,202,268
2012-06-23,243,202,273
2012-06-24,243,205,278
2012-06-25,221,210,275
2012-06-26,223,211,273
2012-06-27,248,223,263
2012-06-28,249,219,259
2012-06-29,234,197,258
2012-06-30,239,206,271
2012-07-01,222,224,263
2012-07-02,242,215,255
2012-07-03,229,214,274
2012-07-04,230,216,269
2012-07-05,227,216,273
2012-07-06,213,207,261
2012-07-07,227,199,261
2012-07-08,211,205,275
2012-07-09,222,215,269
2012-07-10,225,208,273
2012-07-11,229,223,276
2012-07-12,212,212,266
2012-07-13,215,215,276
2012-07-14,210,215,262
2012-07-15,207,221,271
2012-07-16,224,221,273
2012-07-17,205,202,257
2012-07-18,230,198,270
2012-07-19,227,222,275
2012-07-20,206,212,251
2012-07-21,218,226,254
2012-07-22,219,217,275
2012-07-23,200,204,274
2012-07-24,211,198,272
2012-07-25,205,216,257
2012-07-26,225,201,279
2012-07-27,202,223,253
2012-07-28,219,202,268
2012-07-29,210,204,255
2012-07-30,196,208,270
2012-07-31,192,216,274
2012-08-01,207,229,262
2012-08-02,201,200,263
2012-08-03,217,229,280
2012-08-04,218,210,267
2012-08-05,199,227,280
2012-08-06,196,225,260
2012-08-07,212,230,257
2012-08-08,213,208,253
2012-08-09,205,213,257
2012-08-10,211,219,277
2012-08-11,209,221,265
2012-08-12,190,230,255
2012-08-13,193,230,259
2012-08-14,205,230,254
2012-08-15,190,233,254
2012-08-16,192,209,265
2012-08-17,198,227,261
2012-08-18,206,222,266
2012-08-19,191,226,255
2012-08-20,182,225,266
2012-08-21,179,229,253
2012-08-22,179,208,266
2012-08-23,205,214,273
2012-08-24,182,219,279
2012-08-25,187,226,260
2012-08-26,182,211,258
2012-08-27,198,214,278
2012-08-28,185,217,275
2012-08-29,205,240,253
2012-08-30,195,229,276
2012-08-31,181,219,250
2012-09-01,181,216,275
2012-09-02,175,219,266
2012-09-03,180,214,267
2012-09-04,174,221,250
2012-09-05,192,236,266
2012-09-06,180,227,269
2012-09-07,184,225,276
2012-09-08,172,225,250
2012-09-09,201,230,274
2012-09-10,197,233,265
